"","gene","variable","value","region","stage"
"351","Solyc03g045150.1.1","b2.SAM",-0.749542169374166,"SAM","1"
"352","Solyc03g083730.1.1","b2.SAM",-0.991406684194787,"SAM","1"
"353","Solyc03g113180.2.1","b2.SAM",-0.368674973257642,"SAM","1"
"354","Solyc03g119470.1.1","b2.SAM",-0.839537577805585,"SAM","1"
"355","Solyc03g121680.1.1","b2.SAM",-0.615782117104247,"SAM","1"
"356","Solyc03g122070.1.1","b2.SAM",-0.534511568798735,"SAM","1"
"357","Solyc04g015820.1.1","b2.SAM",-0.898285788133645,"SAM","1"
"358","Solyc04g074400.1.1","b2.SAM",0.428594145985223,"SAM","1"
"359","Solyc04g074920.2.1","b2.SAM",0.20392988324374,"SAM","1"
"360","Solyc04g074970.2.1","b2.SAM",-1.37350074887938,"SAM","1"
"361","Solyc04g081990.2.1","b2.SAM",-0.744919946921156,"SAM","1"
"362","Solyc05g026600.2.1","b2.SAM",-0.776037391925983,"SAM","1"
"363","Solyc05g048820.2.1","b2.SAM",-0.881771667344245,"SAM","1"
"364","Solyc06g006020.1.1","b2.SAM",-0.612644124690902,"SAM","1"
"365","Solyc06g009140.2.1","b2.SAM",-0.979169009407938,"SAM","1"
"366","Solyc06g054150.1.1","b2.SAM",-0.989278325434551,"SAM","1"
"367","Solyc06g060010.2.1","b2.SAM",-0.608367108979912,"SAM","1"
"368","Solyc06g068190.1.1","b2.SAM",-0.127061032285626,"SAM","1"
"369","Solyc06g072320.2.1","b2.SAM",-0.678601404099031,"SAM","1"
"370","Solyc06g073580.2.1","b2.SAM",-1.2429419916237,"SAM","1"
"371","Solyc06g075020.2.1","b2.SAM",0.0775119301795701,"SAM","1"
"372","Solyc06g075520.2.1","b2.SAM",-0.442969373565921,"SAM","1"
"373","Solyc06g082770.2.1","b2.SAM",-0.860468170650931,"SAM","1"
"374","Solyc07g008400.1.1","b2.SAM",0.0673689356185667,"SAM","1"
"375","Solyc07g042510.2.1","b2.SAM",-0.0819578426177419,"SAM","1"
"376","Solyc07g047740.2.1","b2.SAM",-0.176441660188194,"SAM","1"
"377","Solyc07g048060.1.1","b2.SAM",-0.885701101446958,"SAM","1"
"378","Solyc07g054710.1.1","b2.SAM",-0.748512109772395,"SAM","1"
"379","Solyc08g013960.1.1","b2.SAM",-0.566456899354609,"SAM","1"
"380","Solyc08g060840.1.1","b2.SAM",-1.13836745705246,"SAM","1"
"381","Solyc09g011580.2.1","b2.SAM",-0.0832821945102958,"SAM","1"
"382","Solyc09g015350.2.1","b2.SAM",-1.17767251716011,"SAM","1"
"383","Solyc09g075520.1.1","b2.SAM",-0.472957023279236,"SAM","1"
"384","Solyc09g091110.2.1","b2.SAM",0.26764998259642,"SAM","1"
"385","Solyc10g080670.1.1","b2.SAM",-0.22721289032072,"SAM","1"
"386","Solyc10g084540.1.1","b2.SAM",-0.442864471783691,"SAM","1"
"387","Solyc11g007600.1.1","b2.SAM",0.108911295440664,"SAM","1"
"388","Solyc11g008520.1.1","b2.SAM",-1.08927953850316,"SAM","1"
"389","Solyc11g010220.1.1","b2.SAM",0.584354801885607,"SAM","1"
"390","Solyc11g011350.1.1","b2.SAM",-0.697498437532298,"SAM","1"
"391","Solyc11g011790.1.1","b2.SAM",-0.849170790782573,"SAM","1"
"392","Solyc11g011890.1.1","b2.SAM",-0.6910959804093,"SAM","1"
"393","Solyc12g010500.1.1","b2.SAM",0.0643924790442992,"SAM","1"
"394","Solyc12g010570.1.1","b2.SAM",0.683526787137355,"SAM","1"
"395","Solyc12g100350.1.1","b2.SAM",0.766168896978678,"SAM","1"
"396","Solyc01g056330.1.1","b2.SAM",-0.811547744344342,"SAM","1"
"397","Solyc01g095560.2.1","b2.SAM",-0.741877246217422,"SAM","1"
"398","Solyc01g110180.2.1","b2.SAM",-0.487715204010071,"SAM","1"
"399","Solyc02g050240.2.1","b2.SAM",-0.587576660311091,"SAM","1"
"400","Solyc02g069870.1.1","b2.SAM",-0.785485204121434,"SAM","1"
"401","Solyc02g085320.1.1","b2.SAM",0.391943164916917,"SAM","1"
"402","Solyc02g092770.2.1","b2.SAM",0.36845014761005,"SAM","1"
"403","Solyc03g083880.2.1","b2.SAM",-0.748986722069069,"SAM","1"
"404","Solyc03g110890.1.1","b2.SAM",-0.671777179685003,"SAM","1"
"405","Solyc04g014830.1.1","b2.SAM",-0.139010059094046,"SAM","1"
"406","Solyc05g007640.2.1","b2.SAM",-0.4708233842278,"SAM","1"
"407","Solyc05g043410.1.1","b2.SAM",0.0402627235746372,"SAM","1"
"408","Solyc05g055540.1.1","b2.SAM",-0.280122575769709,"SAM","1"
"409","Solyc06g071610.1.1","b2.SAM",-0.827010688912149,"SAM","1"
"410","Solyc06g074240.1.1","b2.SAM",-0.615401512958299,"SAM","1"
"411","Solyc07g005170.1.1","b2.SAM",0.509830456190108,"SAM","1"
"412","Solyc07g008440.2.1","b2.SAM",-0.516473415577518,"SAM","1"
"413","Solyc07g043250.1.1","b2.SAM",-0.632495040433501,"SAM","1"
"414","Solyc07g047640.2.1","b2.SAM",-0.444775722030675,"SAM","1"
"415","Solyc07g049550.2.1","b2.SAM",-1.03127382837208,"SAM","1"
"416","Solyc08g016310.2.1","b2.SAM",-1.31409495228748,"SAM","1"
"417","Solyc08g022180.1.1","b2.SAM",-0.736853294652245,"SAM","1"
"418","Solyc09g064490.1.1","b2.SAM",-0.443338218540465,"SAM","1"
"419","Solyc09g082550.2.1","b2.SAM",-0.0296622591992521,"SAM","1"
"420","Solyc09g098250.2.1","b2.SAM",-1.52724641753864,"SAM","1"
"421","Solyc10g017610.1.1","b2.SAM",-0.000552743064323582,"SAM","1"
"422","Solyc10g083410.1.1","b2.SAM",-0.709918917545311,"SAM","1"
"423","Solyc11g031950.1.1","b2.SAM",0.80792416769328,"SAM","1"
"424","Solyc11g040170.1.1","b2.SAM",-1.32525650797364,"SAM","1"
"425","Solyc12g044180.1.1","b2.SAM",-0.460493492734883,"SAM","1"
"426","Solyc12g049500.1.1","b2.SAM",0.0479515085195426,"SAM","1"
"427","Solyc12g088640.1.1","b2.SAM",-0.614486278998249,"SAM","1"
"428","Solyc03g078120.2.1","b2.SAM",-0.47395597882031,"SAM","1"
"429","Solyc03g118450.1.1","b2.SAM",-0.254142511231851,"SAM","1"
"430","Solyc06g050160.2.1","b2.SAM",0.209226640750714,"SAM","1"
"431","Solyc03g082550.2.1","b2.SAM",-0.444775722030675,"SAM","1"
"432","Solyc09g007710.2.1","b2.SAM",-0.595562948018381,"SAM","1"
"433","Solyc00g230080.1.1","b2.SAM",0.552906268693697,"SAM","1"
"434","Solyc01g007780.2.1","b2.SAM",-0.592012431960275,"SAM","1"
"435","Solyc01g112050.2.1","b2.SAM",-0.474270048219489,"SAM","1"
"436","Solyc02g082050.2.1","b2.SAM",-0.658963321948411,"SAM","1"
"437","Solyc07g055020.2.1","b2.SAM",-0.564532242479803,"SAM","1"
"438","Solyc08g083400.2.1","b2.SAM",-0.852612526026853,"SAM","1"
"439","Solyc09g014860.2.1","b2.SAM",-0.458258913173015,"SAM","1"
"440","Solyc12g010720.1.1","b2.SAM",-0.826114402882961,"SAM","1"
"441","Solyc10g055730.1.1","b2.SAM",-0.66935529339409,"SAM","1"
"442","Solyc08g079190.1.1","b2.SAM",-0.649245768109021,"SAM","1"
"443","Solyc06g060530.1.1","b2.SAM",-0.474270048219489,"SAM","1"
"444","Solyc11g044250.1.1","b2.SAM",-0.462594717138522,"SAM","1"
"445","Solyc01g006250.1.1","c3.leaf",0.408507021723422,"leaf","1"
"446","Solyc01g006300.2.1","c3.leaf",-0.329829676686689,"leaf","1"
"447","Solyc01g006850.1.1","c3.leaf",-0.859153449299605,"leaf","1"
"448","Solyc01g008940.2.1","c3.leaf",-0.30209732658724,"leaf","1"
"449","Solyc01g017500.1.1","c3.leaf",0.687388606063253,"leaf","1"
"450","Solyc01g080050.2.1","c3.leaf",1.19272002461277,"leaf","1"
"451","Solyc01g099260.2.1","c3.leaf",-0.444100493634558,"leaf","1"
"452","Solyc01g099450.2.1","c3.leaf",-1.13992182072431,"leaf","1"
"453","Solyc01g103660.2.1","c3.leaf",-0.728228043679359,"leaf","1"
"454","Solyc01g111160.2.1","c3.leaf",0.986724170521574,"leaf","1"
"455","Solyc02g070420.2.1","c3.leaf",-0.774456244801999,"leaf","1"
"456","Solyc02g084130.2.1","c3.leaf",-0.467381804407905,"leaf","1"
"457","Solyc02g089480.1.1","c3.leaf",0.666737897190273,"leaf","1"
"458","Solyc02g090690.1.1","c3.leaf",-0.954532949292346,"leaf","1"
"459","Solyc02g091140.2.1","c3.leaf",-0.701065918927538,"leaf","1"
"460","Solyc02g093380.1.1","c3.leaf",-1.14095331347763,"leaf","1"
"461","Solyc03g013440.2.1","c3.leaf",1.16145215693615,"leaf","1"
"462","Solyc03g045150.1.1","c3.leaf",0.940807933681539,"leaf","1"
"463","Solyc03g083730.1.1","c3.leaf",-0.224278152694234,"leaf","1"
"464","Solyc03g113180.2.1","c3.leaf",0.403036330968728,"leaf","1"
"465","Solyc03g119470.1.1","c3.leaf",0.269219362342419,"leaf","1"
"466","Solyc03g121680.1.1","c3.leaf",-0.615782117104247,"leaf","1"
"467","Solyc03g122070.1.1","c3.leaf",-0.534511568798735,"leaf","1"
"468","Solyc04g015820.1.1","c3.leaf",1.39995177499419,"leaf","1"
"469","Solyc04g074400.1.1","c3.leaf",-1.00349760482687,"leaf","1"
"470","Solyc04g074920.2.1","c3.leaf",-0.544037226057632,"leaf","1"
"471","Solyc04g074970.2.1","c3.leaf",-0.107831554411669,"leaf","1"
"472","Solyc04g081990.2.1","c3.leaf",-1.4593405797199,"leaf","1"
"473","Solyc05g026600.2.1","c3.leaf",-0.252548510834788,"leaf","1"
"474","Solyc05g048820.2.1","c3.leaf",-0.881771667344245,"leaf","1"
"475","Solyc06g006020.1.1","c3.leaf",-0.612644124690902,"leaf","1"
"476","Solyc06g009140.2.1","c3.leaf",-0.198956584315338,"leaf","1"
"477","Solyc06g054150.1.1","c3.leaf",-0.871900548343006,"leaf","1"
"478","Solyc06g060010.2.1","c3.leaf",-0.608367108979912,"leaf","1"
"479","Solyc06g068190.1.1","c3.leaf",-0.582607342068936,"leaf","1"
"480","Solyc06g072320.2.1","c3.leaf",-0.678601404099031,"leaf","1"
"481","Solyc06g073580.2.1","c3.leaf",0.458941970927001,"leaf","1"
"482","Solyc06g075020.2.1","c3.leaf",-0.747113167351212,"leaf","1"
"483","Solyc06g075520.2.1","c3.leaf",-0.442969373565921,"leaf","1"
"484","Solyc06g082770.2.1","c3.leaf",0.741955620193418,"leaf","1"
"485","Solyc07g008400.1.1","c3.leaf",-0.665205730204944,"leaf","1"
"486","Solyc07g042510.2.1","c3.leaf",-0.123471903225858,"leaf","1"
"487","Solyc07g047740.2.1","c3.leaf",-0.391623294955416,"leaf","1"
"488","Solyc07g048060.1.1","c3.leaf",-0.885701101446958,"leaf","1"
"489","Solyc07g054710.1.1","c3.leaf",-0.748512109772395,"leaf","1"
"490","Solyc08g013960.1.1","c3.leaf",-0.566456899354609,"leaf","1"
"491","Solyc08g060840.1.1","c3.leaf",0.106682987377057,"leaf","1"
"492","Solyc09g011580.2.1","c3.leaf",-0.263062091618734,"leaf","1"
"493","Solyc09g015350.2.1","c3.leaf",0.239546560432533,"leaf","1"
"494","Solyc09g075520.1.1","c3.leaf",-0.472957023279236,"leaf","1"
"495","Solyc09g091110.2.1","c3.leaf",-1.05077998612469,"leaf","1"
"496","Solyc10g080670.1.1","c3.leaf",0.747331337109882,"leaf","1"
"497","Solyc10g084540.1.1","c3.leaf",-0.117527090342801,"leaf","1"
"498","Solyc11g007600.1.1","c3.leaf",0.741355829395638,"leaf","1"
"499","Solyc11g008520.1.1","c3.leaf",0.287429070222611,"leaf","1"
"500","Solyc11g010220.1.1","c3.leaf",-0.277844658222901,"leaf","1"
"501","Solyc11g011350.1.1","c3.leaf",-0.731497483679173,"leaf","1"
"502","Solyc11g011790.1.1","c3.leaf",0.752675037438577,"leaf","1"
"503","Solyc11g011890.1.1","c3.leaf",-0.450206551339092,"leaf","1"
"504","Solyc12g010500.1.1","c3.leaf",-0.632142510937077,"leaf","1"
"505","Solyc12g010570.1.1","c3.leaf",-0.956841470294914,"leaf","1"
"506","Solyc12g100350.1.1","c3.leaf",0.206155928170376,"leaf","1"
"507","Solyc01g056330.1.1","c3.leaf",1.07027779656059,"leaf","1"
"508","Solyc01g095560.2.1","c3.leaf",0.776420679890264,"leaf","1"
"509","Solyc01g110180.2.1","c3.leaf",-0.9759593225375,"leaf","1"
"510","Solyc02g050240.2.1","c3.leaf",-0.587576660311091,"leaf","1"
"511","Solyc02g069870.1.1","c3.leaf",-0.345068306672843,"leaf","1"
"512","Solyc02g085320.1.1","c3.leaf",1.22157570544061,"leaf","1"
"513","Solyc02g092770.2.1","c3.leaf",-0.441407203376666,"leaf","1"
"514","Solyc03g083880.2.1","c3.leaf",-0.748986722069069,"leaf","1"
"515","Solyc03g110890.1.1","c3.leaf",-0.671777179685003,"leaf","1"
"516","Solyc04g014830.1.1","c3.leaf",0.80225449973655,"leaf","1"
"517","Solyc05g007640.2.1","c3.leaf",-0.4708233842278,"leaf","1"
"518","Solyc05g043410.1.1","c3.leaf",-0.178332437196727,"leaf","1"
"519","Solyc05g055540.1.1","c3.leaf",0.104953947040026,"leaf","1"
"520","Solyc06g071610.1.1","c3.leaf",-0.827010688912149,"leaf","1"
"521","Solyc06g074240.1.1","c3.leaf",-0.615401512958299,"leaf","1"
"522","Solyc07g005170.1.1","c3.leaf",-0.726636975060157,"leaf","1"
"523","Solyc07g008440.2.1","c3.leaf",-0.516473415577518,"leaf","1"
"524","Solyc07g043250.1.1","c3.leaf",-0.632495040433501,"leaf","1"
"525","Solyc07g047640.2.1","c3.leaf",-0.444775722030675,"leaf","1"
"526","Solyc07g049550.2.1","c3.leaf",0.555332139877083,"leaf","1"
"527","Solyc08g016310.2.1","c3.leaf",0.951441571677173,"leaf","1"
"528","Solyc08g022180.1.1","c3.leaf",1.61845752278148,"leaf","1"
"529","Solyc09g064490.1.1","c3.leaf",-0.443338218540465,"leaf","1"
"530","Solyc09g082550.2.1","c3.leaf",-1.18903229228078,"leaf","1"
"531","Solyc09g098250.2.1","c3.leaf",0.0604330931527215,"leaf","1"
"532","Solyc10g017610.1.1","c3.leaf",0.620074566718479,"leaf","1"
"533","Solyc10g083410.1.1","c3.leaf",0.699592162696007,"leaf","1"
"534","Solyc11g031950.1.1","c3.leaf",0.126134000270398,"leaf","1"
"535","Solyc11g040170.1.1","c3.leaf",0.168001941658773,"leaf","1"
"536","Solyc12g044180.1.1","c3.leaf",-0.460493492734883,"leaf","1"
"537","Solyc12g049500.1.1","c3.leaf",0.981742610047472,"leaf","1"
"538","Solyc12g088640.1.1","c3.leaf",-0.614486278998249,"leaf","1"
"539","Solyc03g078120.2.1","c3.leaf",-0.47395597882031,"leaf","1"
"540","Solyc03g118450.1.1","c3.leaf",0.566124591671898,"leaf","1"
"541","Solyc06g050160.2.1","c3.leaf",-0.264979141788267,"leaf","1"
"542","Solyc03g082550.2.1","c3.leaf",-0.444775722030675,"leaf","1"
"543","Solyc09g007710.2.1","c3.leaf",-0.595562948018381,"leaf","1"
"544","Solyc00g230080.1.1","c3.leaf",0.625541953584687,"leaf","1"
"545","Solyc01g007780.2.1","c3.leaf",-0.592012431960275,"leaf","1"
"546","Solyc01g112050.2.1","c3.leaf",-0.474270048219489,"leaf","1"
"547","Solyc02g082050.2.1","c3.leaf",-0.658963321948411,"leaf","1"
"548","Solyc07g055020.2.1","c3.leaf",-0.564532242479803,"leaf","1"
"549","Solyc08g083400.2.1","c3.leaf",-0.852612526026853,"leaf","1"
"550","Solyc09g014860.2.1","c3.leaf",-0.458258913173015,"leaf","1"
"551","Solyc12g010720.1.1","c3.leaf",0.150762237457327,"leaf","1"
"552","Solyc10g055730.1.1","c3.leaf",0.574506988787969,"leaf","1"
"553","Solyc08g079190.1.1","c3.leaf",1.22152349989838,"leaf","1"
"554","Solyc06g060530.1.1","c3.leaf",-0.474270048219489,"leaf","1"
"555","Solyc11g044250.1.1","c3.leaf",-0.462594717138522,"leaf","1"
"556","Solyc01g006250.1.1","c3.SAM",1.16242819698347,"SAM","1"
"557","Solyc01g006300.2.1","c3.SAM",-0.545435815849421,"SAM","1"
"558","Solyc01g006850.1.1","c3.SAM",-0.246023246170502,"SAM","1"
"559","Solyc01g008940.2.1","c3.SAM",-0.697679074344922,"SAM","1"
"560","Solyc01g017500.1.1","c3.SAM",-0.23642754192183,"SAM","1"
"561","Solyc01g080050.2.1","c3.SAM",-0.487353316033597,"SAM","1"
"562","Solyc01g099260.2.1","c3.SAM",-0.444100493634558,"SAM","1"
"563","Solyc01g099450.2.1","c3.SAM",-0.0248051952770705,"SAM","1"
"564","Solyc01g103660.2.1","c3.SAM",0.630840239567933,"SAM","1"
"565","Solyc01g111160.2.1","c3.SAM",0.495250399665863,"SAM","1"
"566","Solyc02g070420.2.1","c3.SAM",-0.221001791000959,"SAM","1"
"567","Solyc02g084130.2.1","c3.SAM",-0.467381804407905,"SAM","1"
"568","Solyc02g089480.1.1","c3.SAM",0.564869906781091,"SAM","1"
"569","Solyc02g090690.1.1","c3.SAM",-0.204611440348649,"SAM","1"
"570","Solyc02g091140.2.1","c3.SAM",-0.701065918927538,"SAM","1"
"571","Solyc02g093380.1.1","c3.SAM",-0.361390064290434,"SAM","1"
"572","Solyc03g013440.2.1","c3.SAM",-1.21033886166715,"SAM","1"
"573","Solyc03g045150.1.1","c3.SAM",0.721749598698121,"SAM","1"
"574","Solyc03g083730.1.1","c3.SAM",-0.836732690261282,"SAM","1"
"575","Solyc03g113180.2.1","c3.SAM",-1.08859291480134,"SAM","1"
"576","Solyc03g119470.1.1","c3.SAM",0.106254909016854,"SAM","1"
"577","Solyc03g121680.1.1","c3.SAM",-0.615782117104247,"SAM","1"
"578","Solyc03g122070.1.1","c3.SAM",-0.534511568798735,"SAM","1"
"579","Solyc04g015820.1.1","c3.SAM",-0.940314413845996,"SAM","1"
"580","Solyc04g074400.1.1","c3.SAM",-1.00349760482687,"SAM","1"
"581","Solyc04g074920.2.1","c3.SAM",-0.91323585232987,"SAM","1"
"582","Solyc04g074970.2.1","c3.SAM",-0.322284400933337,"SAM","1"
"583","Solyc04g081990.2.1","c3.SAM",-0.748477326459292,"SAM","1"
"584","Solyc05g026600.2.1","c3.SAM",-0.776037391925983,"SAM","1"
"585","Solyc05g048820.2.1","c3.SAM",0.212092257747768,"SAM","1"
"586","Solyc06g006020.1.1","c3.SAM",-0.612644124690902,"SAM","1"
"587","Solyc06g009140.2.1","c3.SAM",-0.821706737267676,"SAM","1"
"588","Solyc06g054150.1.1","c3.SAM",-0.889110793661146,"SAM","1"
"589","Solyc06g060010.2.1","c3.SAM",-0.608367108979912,"SAM","1"
"590","Solyc06g068190.1.1","c3.SAM",-0.131180328406262,"SAM","1"
"591","Solyc06g072320.2.1","c3.SAM",-0.132990615578897,"SAM","1"
"592","Solyc06g073580.2.1","c3.SAM",-1.02683543521341,"SAM","1"
"593","Solyc06g075020.2.1","c3.SAM",-0.747113167351212,"SAM","1"
"594","Solyc06g075520.2.1","c3.SAM",-0.442969373565921,"SAM","1"
"595","Solyc06g082770.2.1","c3.SAM",0.190055085061274,"SAM","1"
"596","Solyc07g008400.1.1","c3.SAM",-0.665205730204944,"SAM","1"
"597","Solyc07g042510.2.1","c3.SAM",-0.457443412826233,"SAM","1"
"598","Solyc07g047740.2.1","c3.SAM",-0.737847870833659,"SAM","1"
"599","Solyc07g048060.1.1","c3.SAM",-0.459907589119661,"SAM","1"
"600","Solyc07g054710.1.1","c3.SAM",0.458710784160148,"SAM","1"
"601","Solyc08g013960.1.1","c3.SAM",0.329774762405444,"SAM","1"
"602","Solyc08g060840.1.1","c3.SAM",-0.98293370134935,"SAM","1"
"603","Solyc09g011580.2.1","c3.SAM",-0.195674798016923,"SAM","1"
"604","Solyc09g015350.2.1","c3.SAM",-0.741361078932473,"SAM","1"
"605","Solyc09g075520.1.1","c3.SAM",-0.472957023279236,"SAM","1"
"606","Solyc09g091110.2.1","c3.SAM",-1.05077998612469,"SAM","1"
"607","Solyc10g080670.1.1","c3.SAM",-0.381281858289881,"SAM","1"
"608","Solyc10g084540.1.1","c3.SAM",-0.942680684482139,"SAM","1"
"609","Solyc11g007600.1.1","c3.SAM",-1.00565440430299,"SAM","1"
"610","Solyc11g008520.1.1","c3.SAM",-0.808829376339201,"SAM","1"
"611","Solyc11g010220.1.1","c3.SAM",-1.13232867939259,"SAM","1"
"612","Solyc11g011350.1.1","c3.SAM",1.03660693458604,"SAM","1"
"613","Solyc11g011790.1.1","c3.SAM",-0.849170790782573,"SAM","1"
"614","Solyc11g011890.1.1","c3.SAM",0.222111727535692,"SAM","1"
"615","Solyc12g010500.1.1","c3.SAM",-0.599529975702683,"SAM","1"
"616","Solyc12g010570.1.1","c3.SAM",-0.561780549138085,"SAM","1"
"617","Solyc12g100350.1.1","c3.SAM",-0.0310677236950316,"SAM","1"
"618","Solyc01g056330.1.1","c3.SAM",-0.114530454868277,"SAM","1"
"619","Solyc01g095560.2.1","c3.SAM",0.613868141426642,"SAM","1"
"620","Solyc01g110180.2.1","c3.SAM",0.24131098624148,"SAM","1"
"621","Solyc02g050240.2.1","c3.SAM",-0.587576660311091,"SAM","1"
"622","Solyc02g069870.1.1","c3.SAM",0.25953372104744,"SAM","1"
"623","Solyc02g085320.1.1","c3.SAM",0.011331812077945,"SAM","1"
"624","Solyc02g092770.2.1","c3.SAM",-0.21008235094749,"SAM","1"
"625","Solyc03g083880.2.1","c3.SAM",-0.182028683173216,"SAM","1"
"626","Solyc03g110890.1.1","c3.SAM",-0.389380835789345,"SAM","1"
"627","Solyc04g014830.1.1","c3.SAM",-0.532326643049418,"SAM","1"
"628","Solyc05g007640.2.1","c3.SAM",-0.4708233842278,"SAM","1"
"629","Solyc05g043410.1.1","c3.SAM",-0.0561376259049655,"SAM","1"
"630","Solyc05g055540.1.1","c3.SAM",-0.965786192388615,"SAM","1"
"631","Solyc06g071610.1.1","c3.SAM",0.335606306609283,"SAM","1"
"632","Solyc06g074240.1.1","c3.SAM",-0.615401512958299,"SAM","1"
"633","Solyc07g005170.1.1","c3.SAM",-0.809274807354933,"SAM","1"
"634","Solyc07g008440.2.1","c3.SAM",0.0187682794549264,"SAM","1"
"635","Solyc07g043250.1.1","c3.SAM",0.0436393393650676,"SAM","1"
"636","Solyc07g047640.2.1","c3.SAM",-0.444775722030675,"SAM","1"
"637","Solyc07g049550.2.1","c3.SAM",-0.759659193515012,"SAM","1"
"638","Solyc08g016310.2.1","c3.SAM",-0.77724887828346,"SAM","1"
"639","Solyc08g022180.1.1","c3.SAM",0.41342287614976,"SAM","1"
"640","Solyc09g064490.1.1","c3.SAM",-0.443338218540465,"SAM","1"
"641","Solyc09g082550.2.1","c3.SAM",-0.287292148602907,"SAM","1"
"642","Solyc09g098250.2.1","c3.SAM",-0.167938019882757,"SAM","1"
"643","Solyc10g017610.1.1","c3.SAM",1.15934131797455,"SAM","1"
"644","Solyc10g083410.1.1","c3.SAM",-0.512844724392061,"SAM","1"
"645","Solyc11g031950.1.1","c3.SAM",-0.584078472359035,"SAM","1"
"646","Solyc11g040170.1.1","c3.SAM",0.442715001766209,"SAM","1"
"647","Solyc12g044180.1.1","c3.SAM",-0.460493492734883,"SAM","1"
"648","Solyc12g049500.1.1","c3.SAM",-0.862475560112325,"SAM","1"
"649","Solyc12g088640.1.1","c3.SAM",1.09009793734032,"SAM","1"
"650","Solyc03g078120.2.1","c3.SAM",-0.47395597882031,"SAM","1"
"651","Solyc03g118450.1.1","c3.SAM",0.297037149640221,"SAM","1"
"652","Solyc06g050160.2.1","c3.SAM",-0.783790583169298,"SAM","1"
"653","Solyc03g082550.2.1","c3.SAM",-0.444775722030675,"SAM","1"
"654","Solyc09g007710.2.1","c3.SAM",0.870341272565214,"SAM","1"
"655","Solyc00g230080.1.1","c3.SAM",-0.103373635949214,"SAM","1"
"656","Solyc01g007780.2.1","c3.SAM",0.860018923069232,"SAM","1"
"657","Solyc01g112050.2.1","c3.SAM",-0.474270048219489,"SAM","1"
"658","Solyc02g082050.2.1","c3.SAM",0.098371516033557,"SAM","1"
"659","Solyc07g055020.2.1","c3.SAM",0.296966093126068,"SAM","1"
"660","Solyc08g083400.2.1","c3.SAM",0.186073938207255,"SAM","1"
"661","Solyc09g014860.2.1","c3.SAM",-0.458258913173015,"SAM","1"
"662","Solyc12g010720.1.1","c3.SAM",0.0298486757051278,"SAM","1"
"663","Solyc10g055730.1.1","c3.SAM",-0.0150521118368647,"SAM","1"
"664","Solyc08g079190.1.1","c3.SAM",-0.107524311910028,"SAM","1"
"665","Solyc06g060530.1.1","c3.SAM",-0.474270048219489,"SAM","1"
"666","Solyc11g044250.1.1","c3.SAM",-0.462594717138522,"SAM","1"
"667","Solyc01g006250.1.1","d4.leaf",0.322587384163095,"leaf","1"
"668","Solyc01g006300.2.1","d4.leaf",0.619379689880112,"leaf","1"
"669","Solyc01g006850.1.1","d4.leaf",-0.613440806452521,"leaf","1"
"670","Solyc01g008940.2.1","d4.leaf",1.01464857158649,"leaf","1"
"671","Solyc01g017500.1.1","d4.leaf",-0.389434709214759,"leaf","1"
"672","Solyc01g080050.2.1","d4.leaf",0.210899204795759,"leaf","1"
"673","Solyc01g099260.2.1","d4.leaf",-0.444100493634558,"leaf","1"
"674","Solyc01g099450.2.1","d4.leaf",0.836004361099451,"leaf","1"
"675","Solyc01g103660.2.1","d4.leaf",0.868697498069921,"leaf","1"
"676","Solyc01g111160.2.1","d4.leaf",-0.729432927272557,"leaf","1"
"677","Solyc02g070420.2.1","d4.leaf",-0.774456244801999,"leaf","1"
"678","Solyc02g084130.2.1","d4.leaf",-0.467381804407905,"leaf","1"
"679","Solyc02g089480.1.1","d4.leaf",-0.708567929689676,"leaf","1"
"680","Solyc02g090690.1.1","d4.leaf",0.977998976996044,"leaf","1"
"681","Solyc02g091140.2.1","d4.leaf",0.316208615172412,"leaf","1"
"682","Solyc02g093380.1.1","d4.leaf",0.695875167626342,"leaf","1"
"683","Solyc03g013440.2.1","d4.leaf",0.98886820852315,"leaf","1"
"684","Solyc03g045150.1.1","d4.leaf",-0.749542169374166,"leaf","1"
"685","Solyc03g083730.1.1","d4.leaf",0.413706602176978,"leaf","1"
"686","Solyc03g113180.2.1","d4.leaf",-0.689092472070468,"leaf","1"
"687","Solyc03g119470.1.1","d4.leaf",1.41414783017389,"leaf","1"
"688","Solyc03g121680.1.1","d4.leaf",1.4230592561653,"leaf","1"
"689","Solyc03g122070.1.1","d4.leaf",-0.534511568798735,"leaf","1"
"690","Solyc04g015820.1.1","d4.leaf",0.576576748350872,"leaf","1"
"691","Solyc04g074400.1.1","d4.leaf",0.749240149380057,"leaf","1"
"692","Solyc04g074920.2.1","d4.leaf",-0.103209914992167,"leaf","1"
"693","Solyc04g074970.2.1","d4.leaf",-0.0469486616173342,"leaf","1"
"694","Solyc04g081990.2.1","d4.leaf",0.534309706947084,"leaf","1"
"695","Solyc05g026600.2.1","d4.leaf",0.508818638755821,"leaf","1"
"696","Solyc05g048820.2.1","d4.leaf",-0.881771667344245,"leaf","1"
"697","Solyc06g006020.1.1","d4.leaf",1.04871590462141,"leaf","1"
"698","Solyc06g009140.2.1","d4.leaf",0.351274325543653,"leaf","1"
"699","Solyc06g054150.1.1","d4.leaf",-0.296264348021805,"leaf","1"
"700","Solyc06g060010.2.1","d4.leaf",-0.608367108979912,"leaf","1"
"701","Solyc06g068190.1.1","d4.leaf",-0.054211687229984,"leaf","1"
